movie_name,released_year,genre,duration_min,user_rating,critics_rating,votes
Finding Steve McQueen,2019,"Crime, Romance",91,6.2,56,2177
The Wife I ,2017,Drama,99,7.2,77,27857
The 15:17 to Paris,2018,"Biography, Drama, Thriller",94,5.2,45,23294
Gotti,2018,"Biography, Crime, Drama",112,4.8,24,11206
Teen Spirit,2018,"Drama, Music",93,6.2,57,4891
Little Italy,2018,"Comedy, Romance",102,5.7,28,7137
Mary Magdalene,2018,Drama,120,5.8,48,6316
Cars 3,2017,"Animation, Adventure, Comedy",102,6.7,59,62617
City of Lies,2018,"Biography, Crime, Drama",112,6.3,,3121
Marshall,2017,"Biography, Crime, Drama",118,7.2,66,15365
Detroit,2017,"Crime, Drama, History",143,7.3,77,41872
Colette I ,2018,"Biography, Drama, History",111,6.7,74,14111
Life of the Party I ,2018,Comedy,105,5.6,46,27526
The Strangers: Prey at Night,2018,Horror,85,5.2,48,22840
Gloria Bell,2018,"Comedy, Drama, Romance",102,6.4,79,5714
The Weekend IV,2018,Comedy,87,5.2,,87
A Ghost Story,2017,"Drama, Fantasy, Romance",92,6.8,84,48453
Sierra Burgess Is a Loser,2018,"Comedy, Drama, Romance",105,5.9,60,29251
Battle of the Sexes,2017,"Biography, Comedy, Drama",121,6.7,73,44648
Voice from the Stone,2017,"Drama, Mystery, Thriller",94,5.2,42,8965
First Reformed,2017,"Drama, Mystery, Thriller",113,7.1,85,36367
A Private War,2018,"Biography, Drama, War",110,6.7,75,11642
Forever My Girl,2018,"Drama, Music, Romance",108,6.7,36,11459
Stockholm I ,2018,"Biography, Comedy, Crime",92,6.2,54,4773
Peter Rabbit,2018,"Animation, Adventure, Comedy",95,6.5,51,29134
Backtrace,2018,"Action, Crime, Drama",92,3.7,,2190
Stronger I ,2017,"Biography, Drama",119,6.9,76,35011
The Space Between Us I ,2017,"Drama, Romance, Sci-Fi",120,6.4,33,42731
Trial by Fire I ,2018,"Biography, Drama",127,6.7,51,964
The Boss Baby,2017,"Animation, Adventure, Comedy",97,6.3,50,96684
At Eternity's Gate,2018,"Biography, Drama",111,6.9,76,18926
American Animals,2018,"Biography, Crime, Drama",116,7.0,68,31246
Ophelia I ,2018,"Drama, History, Romance",114,7.0,60,3896
Ferdinand,2017,"Animation, Adventure, Comedy",108,6.7,58,41799
Girls Trip,2017,"Adventure, Comedy, Drama",122,6.2,71,30437
Paddington 2,2017,"Adventure, Comedy, Family",103,7.8,88,48698
Daddy's Home 2,2017,Comedy,100,6.0,30,51177
The Art of Self-Defense,2019,"Comedy, Drama, Sport",104,7.4,65,2476
Every Day,2018,"Drama, Fantasy, Romance",97,6.4,52,14711
Tulip Fever,2017,"Drama, History, Romance",105,6.2,38,15833
Unbelievable!!!!!,2018,"Comedy, Sci-Fi",105,5.5,,28
Mom and Dad,2017,"Comedy, Horror, Thriller",86,5.5,59,16789
Mudbound,2017,"Drama, War",134,7.4,85,35037
Hangman II,2017,"Crime, Mystery, Thriller",98,5.2,31,11053
Leatherface,2017,"Crime, Horror, Thriller",90,5.0,40,17029
Uncle Drew,2018,"Comedy, Sport",103,5.7,57,10439
Ingrid Goes West,2017,"Comedy, Drama",98,6.6,71,28333
Professor Marston and the Wonder Women,2017,"Biography, Drama",108,7.1,68,18885
Unfriended: Dark Web,2018,"Horror, Mystery, Thriller",92,5.9,53,15645
The Miracle Season,2018,"Drama, Sport",101,6.5,44,3584
Ben Is Back,2018,Drama,103,6.7,66,12885
Midnight Sun,2018,"Drama, Romance",91,6.6,38,17771
Crooked House,2017,"Crime, Drama, Mystery",115,6.3,59,14226
The Little Mermaid,2018,"Adventure, Drama, Fantasy",85,4.2,,6720
Welcome Home I ,2018,Thriller,97,5.2,38,3571
Song to Song I ,2017,"Drama, Music, Romance",129,5.7,54,16066
Winchester,2018,"Biography, Drama, Fantasy",99,5.4,28,25445
Gringo,2018,"Action, Comedy, Crime",111,6.1,46,22427
Wonder Wheel,2017,Drama,101,6.2,45,20771
We Die Young,2019,Drama,92,5.3,,1892
The Tomorrow Man,2019,"Drama, Romance",94,5.5,49,536
Tau,2018,"Sci-Fi, Thriller",97,5.8,43,21593
Victoria & Abdul,2017,"Biography, Drama, History",111,6.8,58,26695
Bodied,2017,"Comedy, Drama, Music",120,7.2,75,3861
Dead Water,2019,Thriller,,3.3,31,280
Super Troopers 2,2018,"Comedy, Crime, Mystery",99,6.1,41,21155
Flower I ,2017,"Comedy, Drama",90,6.0,45,5487
A Bad Moms Christmas,2017,Comedy,104,5.5,42,34286
The House I ,2017,"Comedy, Crime",88,5.6,30,35259
The Kill Team,2019,"Action, Drama, Thriller",87,7.3,67,76
Going in Style,2017,"Comedy, Crime",96,6.6,50,68296
I Think We're Alone Now,2018,"Drama, Mystery, Sci-Fi",93,5.7,51,5998
Head Full of Honey,2018,"Comedy, Drama",139,3.5,,692
I Still See You,2018,"Fantasy, Thriller",98,5.8,31,6067
Hot Summer Nights,2017,"Comedy, Crime, Drama",107,6.4,44,8628
Inconceivable,2017,"Drama, Thriller",105,5.2,,7175
The Little Hours,2017,"Comedy, Romance",90,5.8,69,16352
Blindspotting,2018,"Comedy, Crime, Drama",95,7.4,77,19418
Down a Dark Hall,2018,"Drama, Fantasy, Horror",96,5.1,56,9701
Changeland,2019,"Comedy, Drama",86,5.5,42,629
"Everything, Everything",2017,"Drama, Romance",96,6.4,52,28323
Killing Gunther,2017,"Action, Comedy, Thriller",92,4.7,53,9315
The Mountain Between Us,2017,"Drama, Romance",112,6.4,48,58703
The Super,2017,"Horror, Mystery, Thriller",90,6.0,47,11361
I Can Only Imagine,2018,"Biography, Drama, Family",110,7.4,30,11997
The Public,2018,Drama,119,6.4,47,1706
Private Life,2018,"Comedy, Drama",123,7.3,83,11092
Loving Vincent,2017,"Animation, Biography, Crime",94,7.8,62,41937
Before I Fall,2017,"Drama, Fantasy, Mystery",98,6.4,58,40468
A-X-L,2018,"Action, Adventure, Family",98,5.2,29,7786
HHhH,2017,"Action, Biography, Thriller",120,6.4,,11492
The Bye Bye Man,2017,"Drama, Fantasy, Horror",96,4.3,37,18456
My Friend Dahmer,2017,Drama,107,6.2,68,12849
Time Freak,2018,"Comedy, Drama, Romance",104,5.8,,4266
The Hurricane Heist,2018,"Action, Adventure, Crime",103,5.1,35,16246
The Shack I ,2017,"Drama, Fantasy",132,6.3,32,26769
Future World,2018,"Action, Adventure, Sci-Fi",90,3.1,10,4569
My Days of Mercy,2017,"Drama, Romance",108,6.3,,1136
Beyond Skyline,2017,"Action, Adventure, Horror",106,5.3,46,15807
The Kindergarten Teacher,2018,Drama,96,6.7,75,9696
Kin I ,2018,"Action, Crime, Drama",102,5.8,35,10467
Lizzie,2018,"Biography, Crime, Drama",105,5.8,59,4685
Nobody's Fool,2018,"Comedy, Drama, Romance",110,4.7,39,4324
Killerman,2019,"Action, Crime, Drama",112,5.2,42,310
211,2018,"Action, Crime, Drama",86,4.4,21,5674
Patti Cake$,2017,"Drama, Music",109,6.8,67,8797
He's Out There,2018,"Horror, Thriller",89,5.2,,5217
A Prayer Before Dawn,2017,"Biography, Crime, Drama",116,6.9,76,16078
The Zookeeper's Wife,2017,"Biography, Drama, History",127,7.0,57,33138
Stano,2019,Drama,111,5.3,58,239
Entebbe,2018,"Action, Drama, History",107,5.8,49,11113
The Catcher Was a Spy,2018,"Biography, Drama, War",98,6.2,49,5178
Action Point,2018,Comedy,85,5.1,36,7663
2:22,2017,Thriller,98,5.8,,16905
Blaze,2018,"Biography, Drama, Music",129,6.6,75,1912
Fist Fight,2017,Comedy,91,5.6,37,35992
Superfly,2018,"Action, Crime, Thriller",116,5.1,52,5127
Teen Titans Go! To the Movies,2018,"Animation, Action, Comedy",84,6.8,69,13673
Vault,2019,"Crime, Drama",99,5.4,,877
Zoe I ,2018,"Romance, Sci-Fi",104,6.1,39,5872
Sherlock Gnomes,2018,"Animation, Adventure, Comedy",86,5.1,36,8533
Ode to Joy,2019,Comedy,97,6.2,38,694
Aftermath IV,2017,"Drama, Thriller",94,5.7,44,18630
Just Getting Started,2017,"Action, Comedy",91,4.4,21,5084
"Roman J. Israel, Esq.",2017,"Crime, Drama, Thriller",122,6.4,58,24618
Fast Color,2018,"Drama, Sci-Fi, Thriller",100,5.8,65,1593
Trafficked,2017,"Drama, Thriller",104,5.5,38,845
Little Woods,2018,"Crime, Drama, Western",105,6.1,74,1187
Big Kill,2018,"Action, Western",126,5.2,42,594
The Domestics,2018,"Action, Horror, Sci-Fi",95,5.7,,6975
All Eyez on Me,2017,"Biography, Drama, Music",139,5.8,38,19058
Thank You for Your Service I ,2017,"Biography, Drama, War",109,6.5,68,10455
General Commander,2019,Action,81,3.5,,373
Last Flag Flying,2017,"Comedy, Drama, War",125,6.9,65,19688
Kidnap,2017,"Crime, Drama, Thriller",95,5.9,44,29859
Donnybrook,2018,"Drama, Thriller",101,5.4,53,938
Photograph,2019,"Drama, Romance",110,6.9,65,2168
Beirut,2018,"Drama, Thriller",109,6.4,69,15798
A Madea Family Funeral,2019,Comedy,109,4.3,39,2731
The Only Living Boy in New York,2017,Drama,89,6.3,33,9195
Dog Days I ,2018,"Comedy, Drama, Romance",113,6.2,47,3095
Overdrive,2017,"Action, Thriller",93,5.4,,10670
The Clapper I ,2017,Comedy,89,5.1,21,5007
Share I ,2019,Thriller,87,5.5,73,903
Traffik,2018,"Action, Crime, Drama",96,6.0,37,17033
Snatched,2017,"Action, Adventure, Comedy",90,4.5,45,30750
Acts of Vengeance,2017,"Action, Drama, Thriller",87,5.7,49,8167
Acrimony,2018,"Drama, Romance, Thriller",120,5.7,32,6674
Captain Underpants: The First Epic Movie,2017,"Animation, Action, Comedy",89,6.2,69,22606
Rings,2017,"Drama, Horror, Mystery",102,4.5,25,34899
Family II,2018,Comedy,85,6.3,60,930
Prey V ,2019,"Adventure, Horror, Mystery",85,6.5,,13
Bennett's War,2019,Sport,94,5.2,,139
Reprisal I ,2018,"Action, Crime, Thriller",89,4.2,19,4588
Elizabeth Harvest,2018,"Horror, Sci-Fi, Thriller",105,5.7,54,4482
How to Talk to Girls at Parties,2017,"Comedy, Music, Romance",102,5.7,50,7874
Blind II,2017,"Drama, Romance",98,5.8,36,3108
Delirium I ,2018,"Horror, Thriller",96,5.7,,4842
Body at Brighton Rock,2019,"Horror, Thriller",87,4.6,53,726
Blue Night,2018,"Drama, Music, Romance",91,4.3,45,934
Breaking In,2018,"Action, Crime, Drama",88,5.4,42,10920
The Tracker,2019,"Action, Thriller",95,3.3,,276
Mark Felt: The Man Who Brought Down the White House,2017,"Biography, Drama, History",103,6.4,49,9919
Wildling,2018,"Drama, Fantasy, Horror",92,5.5,58,9642
Same Kind of Different as Me,2017,"Biography, Drama",119,6.5,47,4721
Wonderstruck,2017,"Drama, Mystery",116,6.2,71,8403
Brian Banks,2018,"Biography, Drama, Sport",99,6.4,58,519
Primal Rage,2018,"Action, Adventure, Horror",106,4.9,,2337
"I Love You, Daddy",2017,"Comedy, Drama",123,6.3,56,3276
The Hero I ,2017,"Drama, Romance",96,6.5,61,7039
The Seagull I ,2018,"Comedy, Drama, Romance",98,5.8,58,2253
The Con Is On,2018,Comedy,90,4.7,,5800
How to Be a Latin Lover,2017,"Comedy, Drama",115,5.9,54,12117
Wish Upon,2017,"Drama, Fantasy, Horror",90,5.0,32,15542
The Wall II,2017,"Action, Drama, Thriller",88,6.2,57,20954
Jeremiah Terminator LeRoy,2018,"Biography, Drama",108,5.5,55,950
Please Stand By,2017,"Comedy, Drama",93,6.7,49,8812
Piercing,2018,"Horror, Mystery, Thriller",81,5.6,63,4096
My Little Pony: The Movie,2017,"Animation, Adventure, Comedy",99,6.1,39,5294
Spinning Man,2018,"Drama, Mystery, Thriller",100,5.6,44,7259
"Paul, Apostle of Christ",2018,"Adventure, Biography, Drama",108,6.6,52,5968
The Other Side of the Wind,2018,Drama,122,6.9,78,4881
Sleepless II,2017,"Action, Crime, Thriller",95,5.6,34,26529
The Death of Dick Long,2019,"Comedy, Crime, Drama",100,6.8,76,150
Father Figures,2017,"Comedy, Drama, Sport",113,5.5,22,14989
The Lego Ninjago Movie,2017,"Animation, Action, Adventure",101,6.0,55,19803
Kickboxer: Retaliation,2018,"Action, Drama",110,5.0,54,3643
Renegades,2017,"Action, Adventure, Crime",106,5.4,33,7550
The Rider,2017,"Drama, Western",104,7.4,92,10747
Woman Walks Ahead,2017,"Biography, Drama, History",101,6.6,51,4230
Shock and Awe,2017,"Biography, Drama, History",90,6.1,47,3974
Life Like,2019,"Sci-Fi, Thriller",95,5.4,,771
Damsel I ,2018,"Adventure, Comedy, Crime",113,5.6,63,2594
The Gallows Act II,2019,"Horror, Mystery, Thriller",,7.1,,25
The Children Act,2017,Drama,105,6.7,62,8304
24 Hours to Live,2017,"Action, Sci-Fi, Thriller",93,5.7,37,10662
Reign of the Supermen,2019,"Animation, Action, Sci-Fi",87,6.8,,7991
Escape Room II,2017,"Horror, Thriller",81,4.2,,6676
Day of the Dead: Bloodline,2018,Horror,90,3.4,,8684
Bent I ,2018,"Crime, Thriller",96,5.4,,3653
The Yellow Birds,2017,"Drama, War",94,5.7,56,2669
Early Man,2018,"Animation, Adventure, Comedy",89,6.1,68,16640
Singularity I ,2017,"Action, Adventure, Drama",92,3.9,,12451
Beach Rats,2017,Drama,98,6.4,78,9971
Beloved Beast,2018,Horror,173,2.9,,117
Brad's Status,2017,"Comedy, Drama, Music",102,6.5,71,13914
The Reliant,2019,Action,,2.6,,228
Megan Leavey,2017,"Biography, Drama, War",116,7.1,66,19516
American Satan,2017,"Drama, Music, Thriller",111,5.5,,2730
Diary of a Wimpy Kid: The Long Haul,2017,"Comedy, Family",91,4.4,39,5893
Darkness Visible,2019,Thriller,107,5.5,,202
Sidney Hall,2017,"Drama, Mystery, Romance",119,6.9,18,7766
Mickey and the Bear,2019,Drama,88,7.5,,79
The Humanity Bureau,2017,"Action, Adventure, Sci-Fi",95,5.1,,7791
Warning Shot,2018,"Drama, Thriller",90,5.1,,926
Purge of Kingdoms: The Unauthorized Game of Thrones Parody,2019,Comedy,85,2.3,,320
UFO,2018,"Drama, Mystery, Sci-Fi",88,6.2,,7256
Proud Mary,2018,"Action, Crime, Drama",89,4.9,35,7122
XX,2017,Horror,80,4.5,64,10056
My Cousin Rachel,2017,"Drama, Mystery, Romance",106,6.0,63,15934
Where Is Kyra?,2017,Drama,98,5.5,72,1218
Una Mujer Fantástica,2017,Drama,104,7.2,86,19054
Looking Glass I ,2018,"Mystery, Thriller",103,4.5,33,4267
Mara I ,2018,"Crime, Horror, Thriller",98,5.1,32,4927
The Row I ,2018,"Horror, Thriller",85,3.3,,957
Monsters and Men,2018,"Crime, Drama, Thriller",96,5.7,68,1409
I See You II,2019,"Horror, Thriller",96,6.6,,177
Disney's Newsies the Broadway Musical,2017,Musical,149,8.6,,1505
Mary I ,2019,Horror,84,5.5,,29
Social Animals I ,2018,Comedy,90,5.2,37,1165
The Neighbor I ,2018,"Romance, Thriller",105,5.3,,3597
Table 19,2017,"Comedy, Drama, Romance",87,5.8,40,23529
Fun Mom Dinner,2017,Comedy,81,5.2,46,4068
Sweetheart I ,2019,"Horror, Thriller",82,6.4,,71
The Oath,2018,"Comedy, Thriller",93,5.3,58,3077
Novitiate,2017,Drama,123,6.6,73,3201
An Evening with Beverly Luff Linn,2018,"Comedy, Crime",108,5.7,54,2798
The Dinner I ,2017,"Crime, Drama, Thriller",120,4.5,57,6721
Support the Girls,2018,"Comedy, Drama",93,6.4,85,5027
Security I ,2017,"Action, Crime, Thriller",88,5.7,,13777
Sword of Trust,2019,"Comedy, Drama",88,6.3,70,757
Samson,2018,"Action, Drama",110,4.4,17,3665
Bullet Head,2017,"Crime, Drama, Thriller",93,5.4,51,6737
Hearts Beat Loud,2018,"Comedy, Drama, Music",97,6.9,65,7324
Sniper: Ultimate Kill,2017,"Action, Drama, Thriller",90,5.6,,2052
Status Update II,2018,"Comedy, Fantasy, Romance",106,5.7,,3144
Amityville: The Awakening,2017,"Horror, Thriller",85,4.8,42,11288
Smurfs: The Lost Village,2017,"Animation, Adventure, Comedy",90,6.0,40,16101
Dog Years I ,2017,Drama,94,6.9,46,2821
Stephanie I ,2017,"Horror, Mystery",86,5.8,,4085
The Ottoman Lieutenant,2017,"Drama, War",106,6.6,26,23004
See You Soon II,2019,"Drama, Romance",107,4.6,29,221
Black Water,2018,"Action, Drama, Thriller",104,4.6,16,3270
Saving Zoë,2019,Drama,95,4.8,,405
Black Butterfly II,2017,"Mystery, Thriller",93,6.1,43,10797
The Extraordinary Journey of the Fakir,2018,"Comedy, Drama",92,6.9,56,4594
Chappaquiddick,2017,"Drama, History, Thriller",106,6.5,67,10063
The Scorpion King: Book of Souls,2018,"Action, Adventure, Fantasy",102,4.6,,1692
Tyler Perry's Boo 2! A Madea Halloween,2017,"Comedy, Drama, Horror",101,3.7,17,3542
Kill'em All,2017,"Action, Crime, Mystery",96,4.3,,1834
Canal Street,2018,"Drama, Thriller",89,3.9,,176
Rebel in the Rye,2017,"Biography, Drama, Romance",106,6.6,46,6747
A Kid Like Jake,2018,"Drama, Family",92,5.3,60,2122
The Breadwinner,2017,"Animation, Drama, Family",94,7.7,78,15107
What They Had,2018,Drama,101,6.6,69,2382
Batman Ninja,2018,"Animation, Action",85,5.6,,14701
Our House I ,2018,"Drama, Horror, Sci-Fi",90,5.3,45,4353
Seven in Heaven,2018,"Drama, Horror, Mystery",94,5.3,,1487
Imprisoned,2018,Thriller,104,7.0,28,20
Step Sisters,2018,Comedy,108,5.4,,3488
Small Town Crime,2017,"Crime, Mystery, Thriller",91,6.6,68,8600
Untogether,2018,Drama,98,5.2,46,887
Batman: Gotham by Gaslight,2018,"Animation, Action, Adventure",78,6.7,,11143
Higher Power,2018,"Action, Sci-Fi, Thriller",93,5.4,,2309
S.W.A.T.: Under Siege,2017,"Action, Crime, Thriller",89,4.5,,1827
SPF-18,2017,Romance,75,3.3,,3532
The Pirates of Somalia,2017,"Biography, Drama",116,6.8,54,7488
Keep Watching,2017,"Horror, Thriller",89,4.3,,3533
Mr. Roosevelt,2017,Comedy,90,6.2,73,2020
Death House,2017,"Action, Crime, Horror",95,3.0,,1069
Sweet Virginia,2017,"Drama, Thriller",93,6.2,72,6359
No manches Frida 2,2019,Comedy,102,3.9,,599
The Hunter's Prayer,2017,"Action, Crime, Drama",91,5.5,35,6640
November Criminals,2017,"Crime, Drama, Mystery",107,5.3,31,6978
Starship Troopers: Traitor of Mars,2017,"Animation, Action, Sci-Fi",88,5.5,,4435
Tragedy Girls,2017,"Comedy, Crime, Horror",98,6.0,58,7200
Justice League vs. the Fatal Five,2019,"Animation, Action, Fantasy",77,6.5,,4843
El Chicano,2018,Drama,108,5.3,46,628
Woody Woodpecker,2017,"Animation, Comedy, Family",91,4.1,,2861
Little Women,2018,"Drama, Family",112,5.0,40,713
Puzzle II,2018,Drama,103,6.7,66,4234
Boarding School,2018,"Horror, Mystery",111,5.7,45,2294
Kings,2017,"Crime, Drama, Romance",86,4.9,34,2366
The Tribes of Palos Verdes,2017,Drama,104,5.8,49,1793
The Buddy Games,2019,Comedy,90,7.4,,19
Gemini II,2017,"Crime, Drama, Mystery",93,5.4,71,3763
A Happening of Monumental Proportions,2017,"Comedy, Drama",81,4.6,35,507
We the Animals,2018,Drama,94,6.9,83,2895
Braid,2018,"Horror, Mystery, Thriller",82,5.4,60,1530
Attrition,2018,Action,90,4.3,,485
All About Nina,2018,"Comedy, Drama, Romance",97,6.0,70,1253
All Rise,2018,Drama,98,6.2,,59
The Star,2017,"Animation, Adventure, Comedy",86,6.1,42,5327
The Fighting Preacher,2019,"Comedy, Drama, History",,8.0,,67
Submission II,2017,Drama,106,5.6,52,881
Arsenal,2017,"Action, Crime, Thriller",97,4.0,25,3634
Batman and Harley Quinn,2017,"Animation, Action, Adventure",74,5.9,,9707
Beast of Burden,2018,"Action, Crime, Drama",89,3.6,,2265
Unbroken: Path to Redemption,2018,"Biography, Drama, History",98,5.8,39,1641
Run the Race,2018,"Drama, Sport",101,5.9,35,907
Brigsby Bear,2017,"Comedy, Drama",97,7.3,68,14031
Benchwarmers 2: Breaking Balls,2019,"Comedy, Sport",91,4.3,,149
The Institute,2017,Thriller,90,4.1,,2311
Slice,2018,"Comedy, Crime, Fantasy",83,4.5,61,2255
Free Dance,2018,Romance,,7.2,,52
Backstabbing for Beginners,2018,"Drama, History, Romance",108,6.2,48,3507
The Lovers I ,2017,"Comedy, Drama, Romance",97,6.1,76,2883
Scorched Earth,2018,"Action, Sci-Fi",96,4.7,32,2477
The True Adventures of Wolfboy,2019,Drama,,6.9,,29
After Darkness,2018,"Drama, Family, Sci-Fi",98,3.3,,384
Rememory,2017,"Drama, Mystery, Sci-Fi",111,6.2,48,13554
Woodshock,2017,"Drama, Thriller",100,4.2,39,1287
American Exit,2019,"Adventure, Drama",86,4.7,,247
Battlecreek,2017,"Drama, Romance",97,5.7,,802
The Case for Christ,2017,"Biography, Drama",112,6.2,50,6716
Escape Room I ,2017,Horror,86,4.3,,2269
Furlough,2018,"Comedy, Drama",83,5.9,,1296
The Ballad of Lefty Brown,2017,"Action, Drama, Western",111,6.2,64,4131
We Don't Belong Here,2017,"Drama, Mystery",92,4.9,,590
Dead Trigger,2017,"Action, Horror, Sci-Fi",91,3.7,,667
The Last Word,2017,"Comedy, Drama",108,6.6,40,6550
The Outcasts,2017,Comedy,95,5.5,47,3185
Half Magic,2018,"Comedy, Romance",94,4.6,49,952
6 Below: Miracle on the Mountain,2017,"Adventure, Biography, Drama",98,5.7,40,5165
L'insulte,2017,"Crime, Drama, Thriller",113,7.7,72,11775
The Pages,2018,"Drama, Thriller",102,5.0,40,544
Gosnell: The Trial of America's Biggest Serial Killer,2018,"Crime, Drama",93,6.7,,3827
Troop Zero,2019,"Comedy, Drama, Family",94,7.5,,52
God Bless the Broken Road,2018,"Drama, Family, Romance",111,5.3,31,682
Never Goin' Back,2018,"Comedy, Crime, Drama",85,6.0,62,1783
Indivisible II,2018,"Drama, War",119,5.6,53,894
Band Aid,2017,"Comedy, Drama, Music",91,6.6,67,4687
Measure of a Man,2018,"Comedy, Drama",100,6.3,53,868
Hala,2019,Drama,94,4.0,75,106
Saint Judy,2018,"Biography, Drama",106,5.7,51,406
Affairs of State,2018,Drama,97,4.5,,579
Gnome Alone,2017,"Animation, Adventure, Comedy",85,5.6,,1973
The Other Side of Heaven 2: Fire of Faith,2019,"Adventure, Biography, Drama",110,5.6,,160
Armed Response,2017,"Action, Horror, Thriller",93,3.7,13,1782
Krystal,2017,"Comedy, Drama",90,5.3,39,978
The Strange Ones,2017,"Drama, Thriller",81,5.0,57,2019
"Rock, Paper, Scissors",2017,"Horror, Thriller",85,4.1,,210
God's Not Dead: A Light in Darkness,2018,Drama,105,4.4,33,2827
Skate Kitchen,2018,Drama,106,6.8,72,2491
The Keeping Hours,2017,"Drama, Fantasy, Horror",91,6.2,,2282
I Hate Kids,2019,"Adventure, Comedy",89,6.1,12,1397
Bad Kids of Crestview Academy,2017,"Action, Comedy, Thriller",100,6.2,22,2451
Walking Out I ,2017,"Adventure, Drama, Mystery",95,5.8,79,4836
Dragonheart: Battle for the Heartfire,2017,Fantasy,98,5.3,,1711
I Do... Until I Don't,2017,Comedy,106,4.6,43,1103
The Wolf Hour,2019,"Drama, Mystery, Thriller",99,5.0,,242
Tiger,2018,Drama,100,4.7,,318
Boundaries I ,2018,"Comedy, Drama",104,4.9,50,1738
Beatriz at Dinner,2017,"Comedy, Drama",82,6.0,68,8151
Grand-Daddy Day Care,2019,"Comedy, Family",96,4.8,,207
Scales: Mermaids Are Real,2017,"Adventure, Family, Fantasy",92,4.8,,355
Between Earth and Sky,2018,"Drama, Horror, Mystery",97,6.3,,54
The Pilgrim's Progress,2019,"Animation, Adventure, Family",108,4.9,,222
The Crucifixion,2017,"Horror, Mystery, Thriller",90,5.1,,6210
All I Wish,2017,"Comedy, Drama, Romance",94,5.1,49,941
Golden Exits,2017,Drama,94,5.8,71,1586
In Search of Fellini,2017,"Adventure, Drama, Romance",93,6.2,55,1617
Best F(r)iends: Volume 1,2017,"Comedy, Drama, Thriller",108,5.5,,2141
Bolden,2019,Drama,108,5.4,50,266
Duck Duck Goose I ,2018,"Animation, Adventure, Comedy",91,5.7,,2523
The Son of Bigfoot,2017,"Animation, Adventure, Comedy",92,6.1,,4395
The Etruscan Smile,2018,Drama,107,6.8,,558
Pottersville,2017,Comedy,84,5.3,,2941
Show Dogs,2018,"Adventure, Comedy, Family",92,3.6,31,3596
Blood Money IV,2017,"Crime, Drama, Thriller",100,4.4,42,1709
Cartels,2017,"Action, Crime, Mystery",95,3.8,,1207
A Boy. A Girl. A Dream.,2018,Romance,89,4.7,65,260
To Dust,2018,"Comedy, Drama",105,5.7,66,470
Lady-Like,2017,"Comedy, Romance",82,5.7,,1460
Realms,2017,"Horror, Mystery",90,4.0,,476
High on the Hog,2019,"Action, Crime, Drama",85,3.7,,140
Wilson I ,2017,"Comedy, Drama",94,5.8,49,9142
The Sandman II,2017,Horror,90,4.5,,1151
Kill Switch I ,2017,"Action, Sci-Fi, Thriller",91,4.8,31,6427
The Great Alaskan Race,2019,"Action, Adventure, Drama",87,8.1,,11
Battle Drone,2018,"Action, Sci-Fi",93,5.7,,2007
Gone Are the Days,2018,Western,99,5.1,,735
The Marine 6: Close Quarters,2018,"Action, Drama",85,4.8,,876
Pray for Rain,2017,"Drama, Mystery, Thriller",92,5.1,,719
Crash Pad I ,2017,Comedy,91,5.7,46,2296
The Protector,2019,Romance,126,5.5,,132
Bitch I ,2017,"Comedy, Drama, Thriller",93,5.0,55,1532
Extortion,2017,"Action, Adventure, Crime",108,6.2,,5980
Bring It On: Worldwide #Cheersmack,2017,"Comedy, Romance, Sport",95,4.3,,1057
The Long Dumb Road,2018,Comedy,90,6.0,64,1599
Phoenix Forgotten,2017,"Horror, Mystery, Sci-Fi",87,5.2,33,4892
Last Rampage: The Escape of Gary Tison,2017,"Crime, Drama, Mystery",93,5.7,50,1233
An Ordinary Man,2017,"Drama, Thriller, War",90,5.4,52,1386
True to the Game,2017,Drama,108,5.1,,514
Little Bitches,2018,Comedy,86,3.9,,587
Wild Nights with Emily,2018,"Comedy, History",84,6.3,74,351
All Saints,2017,Drama,108,6.0,63,1297
The Iron Orchard,2018,"Drama, History, Romance",112,5.5,43,162
Highway to Havasu,2017,"Adventure, Comedy, Drama",108,3.6,,187
Norm of the North: Keys to the Kingdom,2017,"Animation, Adventure, Comedy",91,2.9,,494
The Wilde Wedding,2017,"Comedy, Romance",95,5.0,31,1534
"Faith, Hope & Love",2019,"Comedy, Romance",106,6.5,,39
Max 2: White House Hero,2017,Family,85,5.2,,1042
Stuck IV,2017,"Drama, Musical",90,5.8,36,249
Sgt. Stubby: An American Hero,2018,"Animation, Adventure, Family",84,6.9,58,1464
Benjamin II,2019,"Comedy, Drama",85,3.3,,115
Feed,2017,Drama,95,6.2,,2048
Kinky,2018,"Drama, Romance",93,2.9,,135
The Scent of Rain & Lightning,2017,"Drama, Mystery, Western",100,5.0,,708
Slumber I ,2017,Horror,84,4.6,,3178
Honey: Rise Up and Dance,2018,"Drama, Music",100,5.1,,490
The Stray,2017,"Drama, Family",92,5.3,,867
Crown Vic,2019,"Action, Crime, Drama",100,5.9,,26
Permanent,2017,Comedy,93,5.5,41,1529
Let There Be Light I ,2017,Drama,100,4.7,,2249
Unbridled,2017,Drama,,6.8,,43
"Love, Kennedy",2017,Drama,92,6.5,,347
The Honor List,2018,Drama,103,5.5,,465
Killing Hasselhoff,2017,Comedy,80,4.4,,1884
Anything,2017,"Drama, Romance",94,5.9,60,496
Stuck XV,2018,Comedy,100,6.3,,38
